,Unnamed: 0,0,1,topics
94,94,or your ai model to work it often needs access to a large quantity of data and more importantly the right kind of data,0,4
95,95,work with specialists who have the knowledge of your data such as data scientists to assess your data state,0,24
96,96,you can assess whether your data is high enough quality for ai using a combination of accuracy completeness uniqueness timeliness validity sufficiency relevancy representativeness consistency,0,18
97,97,if your problem involves supporting an ongoing business decision process you will need to plan to establish ongoing up to date access to data,0,9
98,98,remember to follow data protection laws,0,11
99,99,when assessing if ai could help you meet user needs consider how you will procure the technology,0,4
100,100,you should define your purchasing strategy in the same way as you would for any other technology,0,0
101,101,whether you build buy or reuse or combine these approaches will depend on a number of considerations including whether the needs youre trying to meet are unique to your organisation or you could fulfil users needs with generic components,0,20
102,102,the maturity of commercially available products that meet those needs,0,0
103,103,how your product needs to integrate with your existing infrastructure,0,0
104,104,it is also important to address ethical concerns about the use of ai from the start of the procurement process,0,16
105,105,your team can build or adapt offthe shelf ai models or open source algorithms in house,0,25
106,106,when making this decision you should work with data scientists to consider whether your team has the skills to build an ai project in house,0,25
107,107,your operations team can run and maintain an in house ai solution,0,25
108,108,you may be able to buy your ai technology as an off the shelf product,0,25
109,109,this is most suitable if you are looking for a common application of ai for example optical character recognition,0,4
110,110,however buying your ai technology may not always be suitable as the specifics of your data and needs could mean the supplier would have to build from scratch or significantly customise an existing ai model,0,25
111,111,your ai solution will still need to be integrated into an end to end service for your users even if you are able to buy significant components off the shelf,0,25
112,112,there is no one ai technology,0,25
113,113,currently widely available ai technologies are mostly either supervised unsupervised or reinforcement machine learning,0,13
114,114,the machine learning techniques that can provide you with the best insight depends on the problem youre trying to solve,0,13
115,115,machine learning techniqueclassification regression clustering dimensionality reduction or manifold learning ranking,0,13
116,116,learns the characteristics of a given category allowing the ai model to classify unknown data points into existing categories,0,13
117,117,predicts a value for an unknown data point,0,13
118,118,identifies groups of similar data points in a datasetnarrows down the data to the most relevant variables to make models more accurate or make it possible to visualise the data,0,13
119,119,trains an ai model to rank new data based on previously seen lists,0,22
120,120,deciding if a consignment of goods undergoes border inspection,0,25
121,121,deciding if an email is spam or not,0,21
122,122,predicting the market value of a house from information such as its size location or age,0,24
123,123,forecasting the concentrations of air pollutants in cities,0,24
124,124,grouping retail customers to find subgroups with specific spending habits,0,24
125,125,clustering smart meter data to identify groups of electrical appliances and generate itemised electricity bills,0,24
126,126,used by data scientists when evaluating and developing other types of machine learning algorithms,0,13
127,127,returning pages by order of relevance when a user searches a website,0,22
128,128,there are certain types of problems for which machine learning is commonly used,0,13
129,129,for some of these you will be able to buy or adapt commercially available products,0,25
130,130,machine learning application natural language processing nlp computer vision anomaly detection time series analysis recommender systems,0,13
131,131,processes and analyses natural language recognising words their meaning context and the narrative,0,14
132,132,the ability of a machine or program to emulate human vision,0,12
133,133,finds anomalous data points within a dataset,0,24
134,134,understanding how data varies over time to conduct forecasting and monitoring,0,22
135,135,predicts how a user will rate a given item to make new recommendations,0,21
136,136,converting speech into text for automatic subtitles generation  automatically generating a reply to a customers email,0,0
137,137,identification of road signs for self driving vehicles,0,12
138,138,face recognition for automated passport controls,0,12
139,139,identifying fraudulent activity in a users bank account,0,0
140,140,conducting budget analyses  forecasting economic indicators,0,24
141,141,suggesting relevant pages on a website given the articles a user has previously viewed,0,24
142,142,when using ai its important to understand who is responsible if the system fails as the problem may lie in a number of areas,0,4
143,143,for example failures with the data chosen to train the ai model design of the model coding of the software or deployment,0,20
144,144,allocating responsibility and governance for ai projects,0,16
145,145,you should establish a responsibility record which sets out who is responsible for different areas of the ai system,0,16
146,146,it would be useful to consider whether the models are achieving their purpose and business objectives,0,20
147,147,there is a clear accountability framework for models in production,0,16
148,148,there is a clear testing and monitoring framework in place,0,18
149,149,your team has reviewed and validated the code,0,18
150,150,the algorithms are robust unbiased fair and explainable,0,13
151,151,the project fits with how citizens and users expect their data to be used,0,9
152,152,depending on your organisations maturity it may be useful to set up a dedicated board committee or forum to handle ai training data and model governance,0,16
153,153,it can be useful to keep a central record of all ai technologies you use listing where an ai model is in use what the ai model is used for whos involved how its assessed or checked what other teams rely on the technology,0,4
154,154,national grid and the alan turing institute improve solar forecastingthe national grid electricity system operator eso balances the electricity system in real time ensuring the nations supply always meets demand,0,22
155,155,this balancing act becomes more challenging as wind and solar power become a larger part of the overall energy mix as their generation output is hard to predict,0,22
156,156,an innovation project between eso and the alan turing institute used a mix of machine learning prediction methods and computational statistics to achieve a big improvement in forecast accuracy,0,13
157,157,one result found the solar forecasting system  more accurate at dayahead forecasts,0,22
158,158,improved foresting helps eso run the grid more efficiently which ultimately means lower bills for households,0,22
159,159,planning and preparing for ai systems implementation,0,5
160,160,as with all projects you need to make sure youre hypothesis led and can constantly iterate to best help your users and their needs,0,25
161,161,you should integrate your ai systems development with your wider project phases,0,25
162,162,discovery consider your current data state decide whether to build buy or collaborate allocate responsibility for ai models assess your existing data build your ai team get your data ready for ai and plan your ai modelling phase,0,20
163,163,alpha build and evaluate your machine learning model,0,20
164,164,beta deploy and maintain your model,0,20
165,165,you should consider ai ethics and safety throughout all phases,0,16
166,166,significant time is needed to understand the feasibility of using your data in a new way,0,18
167,167,this means the discovery phase tends to be longer and more expensive than for services without ai,0,4
168,168,your data scientists may be familiar with a lifecycle called crisp dm and may wish to integrate parts of it into your project,0,24
169,169,discovery can help you understand the problem that needs to be solved,0,14
170,170,assess your user needs and data sources,0,24
171,171,thoroughly understand the problem and the needs of different users,0,14
172,172,assess whether an ai system is the right tool to address the user needs,0,4
173,173,understand the processes and how the ai model will connect with the wider service,0,20
174,174,consider the location and condition of the data you will use,0,24
175,175,assess your existing data,0,24
176,176,to prepare for your ai project you should assess your existing data,0,18
177,177,training an ai system on errorstrewn data can result in poor results due to the dataset not containing clear patterns for the model to explore when making a prediction,0,13
178,178,the dataset containing clear but accidental patterns resulting in the model learning biases,0,13
179,179,you can use a combination of accuracy completeness uniqueness timeliness validity relevancy representativeness sufficiency or consistency to see if the data is high enough quality for an ai system to make predictions from,0,18
180,180,when assessing your ai data its useful to collaborate with someone who has deep knowledge of your data such as a data scientist,0,18
181,181,they will be familiar with the best practice for measuring cleaning and maintaining good data standards for ongoing projects,0,18
182,182,make your data proportionate to user needs and understand the limitations of the data to help you assess your data readiness,0,24
183,183,questions for you to consider with data scientists are do you have enough data for the model to learn from,0,20
184,184,do you understand the onward effects of using data in this way,0,9
185,185,is the data accurate and complete and how frequently is the data updated,0,18
186,186,is the data representative of the users the models results will impact,0,20
187,187,was the data gathered using suitable reliable and impartial sources of measurement,0,18
188,188,is the data secure and do you have permission to use it,0,9
189,189,what modelling approaches could be suitable for the data available,0,24
190,190,do you have access to the data and how quickly can you access it,0,22
191,191,where is the data located,0,24
192,192,what format is the data in and does it require significant preparation to be ready for modelling,0,24
193,193,is your data structured for example can you store it in a table or unstructured such as emails or webpages,0,24
194,194,are there any constraints on the data for example does it contain sensitive information such as home addresses,0,9
195,195,can you link key variables within and between datasets,0,24
196,196,if youre unsure about your use of data consult the data ethics framework guidance to check your project is a safe application and deployment of ai models,0,9
197,197,build your team for ai implementation,0,16
198,198,as with other projects your team should be multidisciplinary with a diverse combination of roles and skills to reduce bias and make sure your results are as accurate as possible,0,16
199,199,when working with ai you may need specialist roles such as a data architect to set the vision for the organisations use of data through data design to meet business needs,0,4
200,200,data scientist to identify complex business problems while leveraging data value often having at least two data scientists working on a project allows them to better collaborate and validate ai experiments,0,24
201,201,data engineer to develop the delivery of data products and services into systems and business processes,0,23
202,202,ethicist to provide ethical judgements and assessments on the ai models inputs,0,16
203,203,domain expert who knows the environment where you will be deploying the ai model results for example if the model will be investigating social care collaborate with a social worker,0,20
204,204,you may not need all of these roles from the very beginning but this may change as the work progresses,0,27
205,205,you may want to break up your discovery into smaller phases so you can evaluate what you are learning,0,13
206,206,experience of solving an ai problem similar to the one youre solving,0,4
207,207,commercial experience of ai understanding of machine learning techniques and algorithms including production deployments at scale,0,13
208,208,an understanding of cloud architecture security scalable deployment and open source tools and technologies,0,20
209,209,hands on experience of major cloud platforms,0,7
210,210,experience with containers and container orchestrations for example docker and kubernetes,0,24
211,211,experience in or strong understanding of the fundamentals of computer science and statistics,0,24
212,212,experience in software development for example python r or scala,0,24
213,213,experience building large scale backend systems,0,24
214,214,hands on experience with a cluster computing framework for example hadoop or spark,0,24
215,215,hands on experience with data stores for example sql and no sql,0,24
216,216,technical understanding of streaming data architectures,0,11
217,217,experience of working to minimise bias from data,0,6
218,218,managing infrastructure and suppliers,0,24
219,219,when preparing for ai implementation you should identify how you can best integrate ai with your existing technology and services,0,4
220,220,its useful to consider how youll manage data collection pipelines to support reliable model performance and a clean input for modelling such as batch upload or continuous upload,0,20
221,221,storing your data in databases and how the type of database you choose will change depending on the complexity of the project and the different data sources required,0,24
222,222,data mining and data analysis of the results,0,24
223,223,any platforms your team will use to collate the technology used across the ai project to help speed up ai deployment,0,25
224,224,when choosing your ai tools you should bring in specialists such as data scientists or technical architects to assess what tools you currently have to support ai,0,4
225,225,use cloud first when setting up your infrastructure,0,25
226,226,consider the benefits of ai platforms,0,4
227,227,a data science platform is a type of software tool which helps teams connect all of the technology they require across their project workflow speeding up ai deployment and increasing the transparency and oversight over ai models,0,26
228,228,when deciding on whether to use a data science platform its useful to consider how the platform can provide access to flexible computation which allows teams to have secure access to the power needed to process large amounts of data,0,11
229,229,help your team build workflows for accessing and preparing datasets and allow for easy maintenance of the data,0,24
230,230,provide common environments for sharing data and code so the team can work collaboratively,0,25
231,231,let your teams clearly share their output through dashboards and applications,0,1
232,232,provide a reproducible environment for your teams to work from,0,25
233,233,help control and monitor project specific or sensitive permissions,0,25
234,234,preparing your data for an ai model,0,20
235,235,after youve assessed your current data quality you should prepare your data to make sure it is secure and unbiased,0,18
236,236,you may find it useful to create a data factsheet during discovery to keep a record of your data quality,0,24
237,237,ensuring diversity in your data,0,24
238,238,in the same way you should have diversity in your team your data should also be diverse and reflective of the population you are trying to model,0,6
239,239,this will reduce conscious or unconscious bias,0,6
240,240,alongside this a lack of diverse input could mean certain groups are disadvantaged as the ai model may not cater for a diverse set of needs,0,6
241,241,you should read the data ethics framework guidance to understand the limitations of your data and how to recognise any bias present,0,6
242,242,you should also evaluate the accuracy of your data how it was collected and consider alternative sources,0,24
243,243,consider the social context of where when and how the system is being deployed,0,15
244,244,consider if any particular groups might be at an advantage or disadvantage in the context in which the system is being deployed,0,6
245,245,keeping your data secure,0,11
246,246,make sure you design your system to keep data secure,0,11
247,247,to help keep data safe,0,11
248,248,follow the national cyber security centres guidance wwwncscgovuk on using data with ai models,0,13
249,249,make sure your system is compliant with gdpr and dpa,0,2
250,250,as with any other software you should design and build modular loosely coupled systems which can be easily iterated and adapted,0,25
251,251,writing and training algorithms can take a lot of time and computational power,0,13
252,252,in addition to ongoing cost youll need to think about the network and memory resources your team will need to train your model,0,20
253,253,using historic data,0,24
254,254,most of the data in government available to train our models is within legacy systems which might contain bias and might have poor controls around it,0,8
255,255,for legacy systems to be compatible with ai technology you will often need to invest a lot of work to bring your legacy systems up to modern standards,0,25
256,256,youll also need to carefully consider the ethical and legal implications of working with historic data and whether you need to seek permission to use this information,0,24
257,257,evaluate your data preparation phase,0,24
258,258,when you complete your data preparation phase you should have a dataset ready for modelling in a technical environment,0,24
259,259,a set of features measurable properties generated from the raw dataset,0,13
260,260,a data quality assessment using a combination of accuracy bias completeness uniqueness timelinesscurrency validity or consistency,0,18
261,261,researching the end to end service,0,24
262,262,during the discovery phase you should explore the needs of the users of the end to end service,0,0
263,263,like other digital services youll use this phase to determine whether theres a viable service you could build that would solve user needs and that its cost effective to pursue the problem,0,23
264,264,youll be able to check guidance on how to know when your discovery is finished before moving on to alpha,0,22
265,265,moving to the alpha phase,0,22
266,266,plan and prototype your ai model build and service,0,20
267,267,if you have decided to build your ai model in house you should follow these steps split the data create a baseline model build a prototype of the model and service,0,20
268,268,test the model and service,0,20
269,269,evaluate the model,0,20
270,270,assess and refine performance,0,18
271,271,split the data,0,24
272,272,your team will need to train the models they build on data,0,20
273,273,your team should split your data into a training set to train algorithms during the modelling phase validation set for assessing the performance of your models test set for a final check on the performance of your best model,0,20
274,274,create a baseline model,0,20
275,275,your team should build a simple baseline version model before they build any more complex models,0,20
276,276,this provides a benchmark that your team can later compare more complex models against and will help your team identify problems in your data,0,18
277,277,build a prototype of the model and service,0,20
278,278,once you have a baseline model your team can start prototyping more complex models,0,20
279,279,this is a highly iterative process requiring substantial amounts of data and will see your team probably build a number of ai models before deciding on the most effective and appropriate algorithm for your problem,0,21
280,280,keeping your teams first model simple and setting up the right end to end infrastructure will help smooth the transition from alpha to beta,0,20
281,281,you can action this by focusing on the infrastructure requirements for your ai pipelines as the same time your team is developing the model,0,20
282,282,your simple model will provide baseline metrics and information on the models behaviour that you can use to test more complex models,0,20
283,283,test the model and service,0,20
284,284,your team will need to test your models throughout the process to mitigate against issues such as overfitting or underfitting that could undermine your models effectiveness once deployed,0,20
285,285,your team should only use the test set on your best model,0,20
286,286,keep this data separate from your models until this final test,0,20
287,287,this test will provide you with the most accurate impression of how your model will perform once deployed,0,20
288,288,evaluate the model,0,20
289,289,your team will need to evaluate your model to assess how it is performing against unseen data,0,20
290,290,this will give you an indication of how your model will perform in the real world,0,20
291,291,the best evaluation metric will depend on the problem you are trying to solve and your chosen model,0,18
292,292,while you should select the evaluation metric with data scientists you should also consider the ethical economical and societal implications,0,18
293,293,these considerations make the fine tuning of ai systems relevant to both data scientists and delivery leads,0,4
294,294,choose the final model,0,20
295,295,when choosing your final model you will need to consider what level of performance your problem needs,0,20
296,296,how interpretable you need your model to be,0,20
297,297,how frequently you need predictions or retraining,0,22
298,298,the cost of maintaining the model,0,20
299,299,assess and refine performance,0,18
300,300,once you select a final model your team will need to assess its performance and refine it to make sure it performs as well as you need it to,0,20
301,301,when assessing your models performance consider,0,20
302,302,how it performs compared to simpler models,0,20
303,303,what level of performance you need before deploying the model,0,20
304,304,what level of performance you can justify to the public your stakeholders and regulators,0,16
305,305,what level of performance similar applications deliver in other organisations,0,0
306,306,whether the model shows any signs of bias,0,20
307,307,if a model does not outperform human performance it still may be useful,0,13
308,308,for example a text classification algorithm might not be as accurate as a human when classifying documents however they can perform at a far higher scale and speed than a human,0,13
309,309,evaluate your alpha phase,0,22
310,310,when you complete building your ai prototyping phase you should have a final model or set of predictive models and a summary of their performance and characteristics,0,20
311,311,a decision on whether or not to progress to the beta phase,0,22
312,312,a plan for your beta phase,0,22
313,313,moving from alpha to beta involves integrating the model into the services decision making process and using live data for the model to make predictions on,0,20
314,314,using your model in your service has three stages,0,20
315,315,integrating your model performance test the model with live data and integrate it within the decision making workflow,0,20
316,316,integration can happen in a number of ways from a local deployment to the creation of a custom application for staff or customers,0,20
317,317,this decision is dependent on your infrastructure and user requirements,0,25
318,318,evaluating your model undertake continuous evaluation to make sure the model still meets business objectives and the model is performing at the level required,0,20
319,319,this will make sure the model performance is in line with the modelling phase and to help you identify when to retrain the model,0,20
320,320,helping users make sure users feel confident in using interpreting and challenging any outputs or insights generated by the model,0,14
321,321,you should continue to collect user needs so your team can use the models outputs in the real world,0,20
322,322,when moving from alpha to beta there are some best practice guidelines to smooth the transition,0,22
323,323,iterate and deploy improved models,0,20
324,324,after creating a beta version you team can use automated testing to create some high level tests before moving to more thorough testing,0,20
325,325,working in this way means you can launch new improvements without worrying about functionality once deployed,0,25
326,326,maintain a cross functional team,0,25
327,327,during alpha you will have relied mostly on data scientists to assess the opportunity and your data state,0,24
328,328,moving to beta needs specialists with a strong knowledge of devops servers networking data stores data management data governance containers cloud infrastructure and security design,0,27
329,329,this skillset is likely to be better suited to an engineer rather than a data scientist so maintaining a cross functional team will help smooth the transition from alpha to beta,0,27
330,330,when you complete your beta phase you should have ai running on top of your data learning and improving its performance and informing decisions,0,4
331,331,a monitoring framework to evaluate the models performance and rapidly identify incidents,0,20
332,332,launched a private beta followed by a public end to end beta prototype which users can use in full,0,20
333,333,found a way to measure your services success using new data youve got during the beta phase,0,22
334,334,evidence that your service meets government accessibility requirements,0,15
335,335,tested the way youve designed assisted digital support for your service,0,23
336,336,managing your ai systems implementation project,0,16
337,337,governance in safety is important to make sure the model shows no signs of bias or discrimination,0,16
338,338,you can consider whether the algorithm is performing in line with safety and ethical considerations,0,21
339,339,the model is explainable,0,14
340,340,there is an agreed definition of fairness implemented in the model,0,6
341,341,the data use aligns with the data ethics framework,0,9
342,342,the algorithms use of data complies with privacy and data processing legislation,0,11
343,343,governance in purpose makes sure the model is achieving its purpose business objectives,0,16
344,344,you can consider whether the model solves the problem identified,0,20
345,345,how and when you will evaluate the model,0,20
346,346,the user experience aligns with existing government guidance,0,22
347,347,testing and monitoring,0,24
348,348,governance in accountability provides a clear accountability framework for the model,0,16
349,349,you can consider whether there is a clear and accountable owner of the model,0,20
350,350,who will maintain the model,0,20
351,351,who has the ability to change and modify the code,0,15
352,352,governance in testing and monitoring makes sure a robust testing framework is in place,0,15
353,353,you can consider how you will monitor the models performance,0,20
354,354,who will monitor the models performance how often you will assess the model,0,20
355,355,public narrative,0,14
356,356,governance in public narrative protects against reputational risks arising from the application of the model,0,16
357,357,you can consider whether the project fits with the government organisations use of ai systems,0,21
358,358,the model fits with the government organisations policy on data use,0,9
359,359,the project fits with how citizens users expect their data to be used,0,9
360,360,quality assurance,0,18
361,361,governance in quality assurance makes sure the code has been reviewed and validated,0,16
362,362,you can consider whether the team has validated the code,0,25
363,363,the code is open source,0,25
364,364,project shows signs of bias or discrimination,0,6
365,365,data use is not compliant with legislation guidance or the government organisations public narrative,0,9
366,366,security protocols are not in place to make sure you maintain confidentiality and uphold data integrity,0,11
367,367,you cannot access data or it is of poor quality,0,24
368,368,you cannot integrate the model,0,20
369,369,there is no accountability framework for the model,0,16
370,370,make sure your model is fair explainable and you have a process for monitoring unexpected or biased outputs,0,20
371,371,consult guidance on preparing your data for ai,0,24
372,372,build a data catalogue to define the security protocols required,0,11
373,373,map the datasets you will use at an early stage both within and outside your government organisation,0,24
374,374,its then useful to assess the data against criteria for a combination of accuracy completeness uniqueness relevancy sufficiency timeliness representativeness validity or consistency,0,18
375,375,include engineers early in the building of the ai model to make sure any code developed is production ready,0,20
376,376,establish a clear responsibility record to define who has accountability for the different areas of the ai model,0,16
377,377,understanding ai ethics and safety,0,16
378,378,ai has the potential to make a substantial impact for individuals communities and society,0,4
379,379,to make sure the impact of your ai project is positive and does not unintentionally harm those affected by it you and your team should make considerations of ai ethics and safety a high priority,0,16
380,380,this section introduces ai ethics and provides a high level overview of the ethical building blocks needed for the responsible delivery of an ai project,0,16
381,381,the following guidance is designed to complement and supplement the data ethics framework,0,16
382,382,the framework is a tool that should be used in any project,0,26
383,383,ethical considerations will arise at every stage of your ai project,0,16
384,384,you should use the expertise and active cooperation of all your team members to address them,0,1
385,385,ai ethics is a set of values principles and techniques that employ widely accepted standards to guide moral conduct in the development and use of ai systems,0,16
386,386,the field of ai ethics emerged from the need to address the individual and societal harms ai systems might cause,0,16
387,387,these harms rarely arise as a result of a deliberate choice most ai developers do not want to build biased or discriminatory applications or applications which invade users privacy,0,25
388,388,the main ways ai systems can cause involuntary harm are misuse systems are used for purposes other than those for which they were designed and intended,0,4
389,389,questionable design creators have not thoroughly considered technical issues related to algorithmic bias and safety risks,0,25
390,390,unintended negative consequences creators have not thoroughly considered the potential negative impacts their systems may have on the individuals and communities they affect,0,17
391,391,the field of ai ethics mitigates these harms by providing project teams with the values principles and techniques needed to produce ethical fair and safe ai applications,0,16
392,392,varying your governance for projects using ai,0,8
393,393,the guidance summarised in this chapter and presented at length in the alan turing institutes further guidance on ai ethics and safety is as comprehensive as possible,0,16
394,394,however not all issues discussed will apply equally to each project using ai,0,25
395,395,an ai model which filters out spam emails for example will present fewer ethical challenges than one which identifies vulnerable children,0,0
396,396,you and your team should formulate governance procedures and protocols for each project using ai following a careful evaluation of social and ethical impacts,0,16
